name            id             x             y             z         x_min         x_max         y_min         y_max         z_min         z_max         n_pix         f_min         f_max         f_sum           rel          flag          fill          mean           std          skew          kurt           rms           w20           w50          wm50       ell_maj       ell_min        ell_pa     ell3s_maj     ell3s_min      ell3s_pa        kin_pa         err_x         err_y         err_z     err_f_sum            ra           dec         v_rad        x_peak        y_peak        z_peak       ra_peak      dec_peak    v_rad_peak
-             -           pix           pix           pix           pix           pix           pix           pix           pix           pix             -       Jy/beam       Jy/beam        Jy*m/s             -             -             -       JY/BEAM       JY/BEAM             -             -       Jy/beam           m/s           m/s           m/s           pix           pix           deg           pix           pix           deg           deg           pix           pix           pix        Jy*m/s           deg           deg           m/s           pix           pix           pix           deg           deg           m/s
"MKTCS-HI J075813.71-531309.3"            57    559.266481    626.580442    224.429673           552           567           617           638           221           227           847  -2.89621e-04   7.90515e-04    114.682447      1.000000             0      0.233929      1.933882      1.526099      0.726264      1.145325   8.43856e-05   1.72577e+05   5.40797e+04   1.76404e+05      8.937119      5.504766    -11.868446      8.403307      4.820197      3.899947     12.976358      0.392313      0.533659      0.197209     19.480640    119.557134    -53.219257   1.29826e+07           560           627           224    119.555091    -53.218559   1.30016e+07
"MKTCS-HI J075717.05-531711.0"            58    644.006719    586.303510    224.475139           636           652           578           594           215           227           805  -3.53867e-04      0.001345    188.690592      1.000000             0      0.157487      3.000939      2.761440      0.735078      0.428756   1.06652e-04   2.05924e+05   1.69679e+05   1.88671e+05      5.461819      4.490700     53.163081      5.318543      3.939054     57.024004    227.164240      0.307927      0.297063      0.161953     24.002584    119.321062    -53.286376   1.29806e+07           644           586           226    119.321080    -53.286882   1.29133e+07
"MKTCS-HI J075639.69-525416.8"            59    700.745373    815.173422    164.756555           695           712           808           824           162           167           356  -6.58103e-04      0.001361    106.227871      1.000000             0      0.120879      2.735970      2.612610     -0.965578      0.433661   1.54509e-04   1.09488e+05   8.02574e+04   1.02993e+05      5.757409      3.975836     19.295476      5.022090      3.760635     19.174491    190.901392      0.329703      0.392576      0.088997     23.124449    119.165359    -52.904659   1.56147e+07           700           816           165    119.167427    -52.903287   1.56039e+07
"MKTCS-HI J075406.90-531317.0"            60    928.689512    623.228944    161.555671           922           935           616           630           160           163           499  -4.67004e-04      0.001777    218.688692      1.000000             0      0.541667      2.339084      1.436394      0.314038     -0.169968   2.70153e-04   1.32324e+05   1.32324e+05   1.32324e+05      5.076486      4.594633     34.621317      3.556437      2.665398     50.914819    189.098905      0.562625      0.580583      0.194244     47.868882    118.528740    -53.221391   1.57559e+07           929           623           163    118.527867    -53.221766   1.56922e+07
"MKTCS-HI J075736.46-532104.7"            61    614.985980    547.386777    159.625779           605           626           539           556           156           162           616  -3.91681e-04      0.002357    203.645207      1.000000             0      0.143601      5.317717      4.657663      0.947537      0.944718   1.10594e-04   1.05348e+05   6.25905e+04   1.14941e+05      5.563282      5.299260     -9.983735      5.637511      5.488371     -9.313851    316.562270      0.298032      0.296466      0.109217     21.772753    119.401907    -53.351293   1.58410e+07           615           548           160    119.401868    -53.350270   1.58245e+07
"MKTCS-HI J075855.49-525319.4"            62    495.938788    824.729400    147.886123           485           504           816           835           145           150           953  -5.56176e-04      0.003523    668.059896      1.000000             0      0.340495      4.074846      3.684541      1.445930      1.578021   1.86546e-04   1.74943e+05   1.36027e+05   1.62632e+05      6.747188      6.169701     -5.521433      7.022835      5.932747     15.263780    184.408981      0.255406      0.272544      0.091580     45.679938    119.731198    -52.888711   1.63588e+07           496           825           147    119.731026    -52.888260   1.63979e+07
"MKTCS-HI J075753.10-524354.6"            63    590.012396    919.056290    140.176277           583           597           909           935           136           145           540  -9.82589e-04      0.003248    470.922202      1.000000             0      0.104615      3.568089      3.583356      0.049875     -0.535248   2.59007e-04   1.52103e+05   1.21537e+05   1.39683e+05      6.251543      4.975924     21.510422      7.475127      5.342509     18.191672    184.592899      0.220003      0.255811      0.068535     47.742098    119.471239    -52.731840   1.66989e+07           590           920           140    119.471272    -52.730267   1.67066e+07
"MKTCS-HI J080109.31-535201.1"            64    301.032287    236.214989    136.738070           286           314           227           246           130           141          1798     -0.002132      0.003648   1307.388116      1.000000             0      0.159161      1.663858      1.452800     -0.204292      0.396278   6.37451e-04   3.77020e+05   3.43757e+05   3.69053e+05     10.286846      6.258312    -87.454416      8.282036      3.284628    -85.915043     88.981112      0.537609      0.371882      0.243069    214.404847    120.288807    -53.866986   1.68505e+07           303           237           139    120.283219    -53.865716   1.67507e+07
"MKTCS-HI J075937.85-532032.6"            65    433.802620    552.188776    131.495512           420           452           543           565           128           136          1241  -4.59159e-04   9.35507e-04    202.352400      1.000000             0      0.074558      1.996168      1.671050     -0.543154      0.913494   1.29358e-04   3.31381e+05   1.83857e+05   3.11521e+05     15.092651      7.137763    -64.878969     13.435401      5.154459    -72.112395    282.760632      0.930073      0.632725      0.249558     36.146970    119.907710    -53.342398   1.70818e+07           427           550           133    119.926741    -53.345971   1.70154e+07
"MKTCS-HI J080034.50-530443.2"            66    347.708435    709.725034    120.775848           338           356           700           717           117           124           767  -5.49852e-04      0.001264    242.359224      1.000000             0      0.161859      2.080734      1.273913      0.697758     -0.062467   1.94648e-04   2.85670e+05   7.45506e+04   2.83786e+05      8.316355      5.265055     48.072239      6.790694      4.174885     61.857850     53.983905      0.556597      0.535018      0.269151     42.760319    120.143740    -53.078677   1.75546e+07           347           711           120    120.145671    -53.076541   1.75888e+07
"MKTCS-HI J075729.18-531716.1"            67    625.883321    585.465185    106.359949           617           638           575           595           103           116          1418  -3.68953e-04      0.002278    483.314070      1.000000             0      0.179272      3.516428      3.596565      1.213505      1.889027   1.02644e-04   3.42329e+05   3.26525e+05   3.39701e+05      6.431179      4.693793      0.442594      7.651416      4.867881      9.938031    193.758655      0.175283      0.219940      0.126985     30.659501    119.371587    -53.287814   1.81904e+07           626           586           104    119.371263    -53.286922   1.82945e+07
"MKTCS-HI J075814.29-523616.7"            68    557.810885    995.337903    100.367068           549           567           987          1003            89           115          1596     -0.001625      0.003406    926.669914      1.000000             0      0.132953      1.973122      2.069368     -0.145856      0.594749   3.52803e-04   5.06738e+05   4.72900e+05   4.99983e+05      7.015819      5.501452     60.195003      7.347844      5.804875     73.426845    226.641784      0.269267      0.252564      0.292569    111.800041    119.559531    -52.604643   1.84548e+07           557           996           105    119.561754    -52.603537   1.82504e+07
"MKTCS-HI J075858.94-533248.8"            69    492.390659    429.805441    110.016843           481           502           420           440           101           114          1835  -5.57113e-04      0.001092    277.866392      1.000000             0      0.187798      1.532633      1.969377      0.053815     -0.119130   1.39676e-04   3.22844e+05   2.60375e+05   3.04637e+05      7.152414      6.455304     75.138001      6.368111      4.198597     67.444683    194.789592      0.372442      0.377326      0.284957     47.460480    119.745602    -53.546891   1.80291e+07           493           430           112    119.743890    -53.546571   1.79417e+07
"MKTCS-HI J075750.69-532319.7"            70    593.748017    524.883179    108.688468           587           600           519           532           107           112           423  -1.92002e-04   9.26495e-04     86.338651      1.000000             0      0.281250      2.790320      1.670979      0.797316      0.446043   1.26706e-04   2.20541e+05   9.30916e+04   2.20541e+05      5.570659      3.826331     47.190128      3.889298      2.731367     35.165991    216.109253      0.614290      0.586961      0.288037     20.670973    119.461222    -53.388805   1.80877e+07           593           525           108    119.463312    -53.388610   1.81181e+07
"MKTCS-HI J075620.91-530202.6"            71    728.673955    737.417731    104.325705           718           739           727           751            99           107           849  -5.21179e-04      0.001126    121.534995      1.000000             0      0.070906      2.045420      2.488918     -0.357199     -0.207164   1.32459e-04   2.10840e+05   9.80253e+04   2.10265e+05     11.981862      5.697360     35.114901      8.892818      5.230229     31.480590    286.384593      0.581124      0.678982      0.197798     30.614532    119.087117    -53.034046   1.82802e+07           730           734           104    119.083394    -53.039731   1.82945e+07
"MKTCS-HI J075734.34-531506.6"            72    618.194285    607.062005    104.053088           609           626           600           615           102           107           711  -2.80583e-04   7.38982e-04    100.535122      1.000000             0      0.286111      2.103175      1.657837      0.116137     -0.290093   1.18363e-04   2.10535e+05   9.37561e+04   2.12051e+05      6.908082      4.545698     52.632110      3.484155      2.937559    -15.186100    194.361257      0.629417      0.539767      0.213400     25.034720    119.393067    -53.251830   1.82922e+07           619           607           104    119.390822    -53.251933   1.82945e+07
"MKTCS-HI J075747.21-531829.8"            73    598.943522    573.193043    105.205271           589           607           564           584           103           107           627  -4.28170e-04   7.38859e-04     88.660529      1.000000             0      0.182564      2.248955      2.104382     -0.880491      1.222684   1.01879e-04   1.53087e+05   1.27336e+05   1.45997e+05      6.642777      5.185111    -72.018128      5.370635      2.872801    -88.025581     99.870751      0.581807      0.521541      0.154582     20.235380    119.446697    -53.308289   1.82414e+07           600           574           105    119.443750    -53.306944   1.82504e+07
"MKTCS-HI J075805.70-524453.5"            74    570.940954    909.234194    101.321514           560           584           901           917            90           105          1785  -8.44472e-04      0.002017    527.050315      1.000000             0      0.162679      2.030117      1.922677     -0.381935      0.749106   2.22550e-04   3.79640e+05   3.64293e+05   3.77005e+05      8.356042      4.857000    -75.718877      8.484507      4.043233    -72.264498    100.484054      0.426426      0.279196      0.261814     74.582945    119.523760    -52.748187   1.84127e+07           570           909           105    119.526352    -52.748575   1.82504e+07
"MKTCS-HI J075717.27-530427.3"            75    643.900601    713.587260    102.658671           637           657           703           722            99           105          1062  -4.94776e-04      0.001178    166.818563      1.000000             0      0.249660      2.214779      2.408577     -0.249524      0.702117   1.04209e-04   2.35980e+05   1.94092e+05   2.20748e+05      5.309695      4.178867    -11.723821      5.029577      3.908443     -1.194388    351.307675      0.309052      0.351058      0.146343     26.937597    119.321962    -53.074236   1.83537e+07           644           714           101    119.321688    -53.073548   1.84269e+07
"MKTCS-HI J080057.61-530609.3"            76    313.159095    695.026875     62.954808           307           323           688           702            60            70           844  -6.86844e-04      0.001655    224.729513      1.000000             0      0.189164      2.259540      1.700136      0.142541      0.317138   2.25949e-04   2.76670e+05   1.75412e+05   2.66837e+05      5.894773      4.894634     56.124446      4.460495      3.391786     55.782451    251.530149      0.459488      0.444160      0.287579     52.068507    120.240046    -53.102570   2.01050e+07           312           695            61    120.243264    -53.102594   2.01912e+07
"MKTCS-HI J075950.06-532328.3"            77    415.792334    522.789569     57.308095           404           427           515           532            52            69          1671  -6.05340e-04      0.001515    327.029040      1.000000             0      0.166270      1.547223      2.163091      0.295304      1.024739   1.49500e-04   3.75622e+05   3.31838e+05   3.73438e+05      8.725356      4.716123    -74.546315      8.070782      3.973002    -78.136058    290.341106      0.411841      0.273411      0.256257     48.475444    119.958578    -53.391190   2.03540e+07           414           522            54    119.963603    -53.392484   2.04999e+07
"MKTCS-HI J075610.75-533842.8"            78    741.898686    370.645716     54.605474           732           751           359           381            51            66          1659  -6.82568e-04      0.001343    243.243578      1.000000             0      0.125000      1.395817      1.981757     -0.356217      0.328683   1.72694e-04   2.49838e+05   2.02537e+05   2.38810e+05      9.909484      5.461225     17.324767      8.834782      2.996367     21.761150    184.980769      0.378849      0.514116      0.310545     55.794739    119.044785    -53.645211   2.04732e+07           741           371            56    119.047318    -53.644629   2.04117e+07
"MKTCS-HI J075813.76-531625.6"            79    559.248996    593.874822     59.904975           551           567           586           601            57            64           955  -3.74208e-04   8.18196e-04    158.803646      1.000000             0      0.379545      2.336344      1.828758      0.119927     -0.070697   1.11109e-04   2.53784e+05   2.15147e+05   2.39403e+05      5.602991      4.713175    -47.751041      4.441722      3.344685    -88.152970     58.988057      0.419432      0.410136      0.183811     27.236075    119.557327    -53.273766   2.02395e+07           560           594            61    119.555234    -53.273559   2.01912e+07
"MKTCS-HI J080023.91-532843.4"            80    365.814710    469.865856     58.058209           360           372           458           478            50            61           759  -6.39485e-04      0.001372    214.783197      1.000000             0      0.150327      2.195555      2.071361     -0.376978      0.207331   1.69235e-04   2.85951e+05   2.65315e+05   2.81982e+05      8.957003      4.433438    -11.261325      7.564170      4.061264     -3.594034      3.780212      0.293830      0.509816      0.263163     36.983175    120.099612    -53.478712   2.03209e+07           367           471            57    120.096263    -53.476839   2.03676e+07
"MKTCS-HI J075659.80-531300.1"            81    669.910134    628.047390     54.320632           662           679           621           638            53            58           695  -3.02457e-04      0.001308    156.469852      1.000000             0      0.305556      2.943183      2.473169      0.736914      0.704694   1.08922e-04   1.28696e+05   1.06402e+05   1.25391e+05      6.127216      5.654772    -70.284066      5.233460      4.000617     85.026977    236.743317      0.448963      0.448890      0.099726     22.777310    119.249162    -53.216707   2.04858e+07           669           628            55    119.251695    -53.216790   2.04558e+07
"MKTCS-HI J075804.15-531438.3"            82    573.600784    611.761766     54.929533           565           583           597           625            51            58          1364  -4.21006e-04   4.37971e-04    179.787805      1.000000             0      0.179348      1.445435      1.039922     -0.904888      2.818990   1.06361e-04   2.09676e+05   1.12742e+05   2.10382e+05     14.046259      5.787010     13.165289     12.401004      3.276709      9.719891     19.480446      0.472133      0.903909      0.213814     31.158930    119.517276    -53.243986   2.04589e+07           570           619            55    119.527281    -53.231915   2.04558e+07
"MKTCS-HI J075245.53-532015.9"            83   1049.235393    551.584807     53.472001          1040          1058           540           561            49            58          1234     -0.002178      0.002329    789.908849      0.999948             0      0.174038      1.524901      1.262254     -1.515354      3.924795   5.90638e-04   3.95674e+05   3.79621e+05   3.92722e+05      7.761435      5.162650     55.030910      6.264250      2.954589     46.282240     45.014569      0.526420      0.481662      0.381312    164.578214    118.189707    -53.337736   2.05232e+07          1048           552            57    118.193175    -53.337081   2.03676e+07
"MKTCS-HI J075635.79-533724.8"            84    704.840642    383.824241     55.245603           697           716           374           392            50            58           756  -4.89407e-04      0.001101    145.426593      1.000000             0      0.145299      2.276125      1.818887      0.237822      0.047340   1.51555e-04   1.39133e+05   9.75377e+04   1.20104e+05      6.250450      4.850603    -43.128845      5.130031      2.753431    -32.780943    227.435188      0.493090      0.503497      0.211262     33.053970    119.149131    -53.623546   2.04450e+07           704           383            55    119.151484    -53.624926   2.04558e+07
"MKTCS-HI J075831.40-531117.0"            85    532.740294    645.237452     53.670847           524           543           636           653            49            57           926  -3.71933e-04      0.001483    186.815202      1.000000             0      0.223545      3.064359      2.924467      0.843031      0.887904   9.94914e-05   1.45043e+05   9.63928e+04   1.29501e+05      5.970808      5.134989    -61.074679      5.564586      3.997664    -49.644639    107.617013      0.345740      0.337214      0.094384     24.015076    119.630835    -53.188069   2.05145e+07           532           645            54    119.632896    -53.188461   2.04999e+07
"MKTCS-HI J075807.52-531751.5"            86    568.592539    579.559017     49.767656           560           577           569           590            45            57          1632  -2.06286e-04   5.03638e-04    236.985096      1.000000             8      0.215545      1.564078      0.861646     -0.232733      0.007296   1.04211e-04   4.77755e+05   2.68460e+05   4.67796e+05      9.265008      5.935465     19.171257      8.395998      4.323373     24.465990     27.329810      0.404151      0.530076      0.342789     33.393751    119.531335    -53.297647   2.06866e+07           569           577            51    119.530207    -53.301913   2.06323e+07
"MKTCS-HI J075725.19-531514.3"            87    631.875022    605.770685     53.712924           624           639           598           613            49            56           808  -3.40931e-04      0.001210    188.415840      1.000000             0      0.328750      3.563082      2.623932      0.366537      0.001752   1.10480e-04   1.83972e+05   1.38221e+05   1.61281e+05      5.339465      4.796458     40.755027      5.259406      4.135668     29.188850    118.333999      0.352600      0.360414      0.136910     24.910452    119.354952    -53.253960   2.05126e+07           632           606            53    119.354605    -53.253578   2.05440e+07
"MKTCS-HI J075406.35-532500.2"            88    928.004742    506.023651     53.513763           920           938           499           513            52            55           581  -5.37593e-04      0.001717    241.989986      1.000000             0      0.378205      2.306791      1.488382      0.585971      0.223026   2.70668e-04   1.25664e+05   8.82771e+04   1.17530e+05      7.374533      5.234851    -79.447030      4.389531      3.083455     41.844709     56.123217      0.684317      0.505548      0.148719     51.750849    118.526457    -53.416732   2.05214e+07           927           506            54    118.529266    -53.416792   2.04999e+07
"MKTCS-HI J075751.70-531123.8"            89    592.207558    644.200243     52.777873           586           598           637           655            50            54           362  -3.91352e-04   6.68461e-04     70.438602      1.000000             0      0.201481      2.436080      2.167763     -0.901716      0.561887   1.09952e-04   1.41058e+05   1.04009e+05   1.36875e+05      5.945074      4.745527     -8.982146      5.741665      4.051267      1.107054    326.406581      0.432853      0.568300      0.154409     16.593961    119.465426    -53.189942   2.05538e+07           592           643            53    119.466004    -53.191942   2.05440e+07
"MKTCS-HI J075457.57-531917.4"            90    852.254039    564.029937     51.396591           844           860           558           570            48            53           379  -5.31376e-04      0.001470    100.412627      1.000000             0      0.188312      3.380372      2.272508     -0.585345      0.858604   1.53162e-04   1.07225e+05   6.19169e+04   1.05690e+05      6.195176      3.995301    -68.635531      4.213588      3.010142    -62.323196     75.803434      0.490350      0.431893      0.143305     23.651812    118.739888    -53.321492   2.06148e+07           852           564            51    118.740596    -53.321546   2.06323e+07
"MKTCS-HI J075750.61-525320.8"            91    593.808013    824.696927     33.477054           580           607           814           836            27            41          1656  -6.32356e-04   8.49312e-04    323.120181      1.000000             0      0.090553      1.702803      1.460043     -1.151713      2.506333   1.52541e-04   4.03493e+05   2.23197e+05   4.17972e+05     11.604036      6.212126    -74.551430     10.243291      5.147984    -76.273819    102.281591      0.591653      0.378019      0.283128     49.239117    119.460854    -52.889112   2.14052e+07           591           825            36    119.468611    -52.888606   2.12939e+07
"MKTCS-HI J075852.27-525317.5"            92    500.788238    825.058108     32.648031           491           511           816           833            25            36          1271  -6.00261e-04      0.001039    242.423056      1.000000             0      0.174537      1.665676      1.412589      0.175723      0.592954   1.80087e-04   3.27602e+05   2.65082e+05   3.25256e+05      7.742983      5.210335    -86.629683      5.480380      2.805392    -80.757343    246.350863      0.595082      0.447813      0.351903     50.926907    119.717799    -52.888195   2.14417e+07           502           826            35    119.714442    -52.886633   2.13380e+07
"MKTCS-HI J075709.44-532313.0"            93    655.256146    525.939161     32.227746           649           662           519           532            30            34           553  -1.80285e-04   7.63131e-04    113.825403      1.000000             0      0.546000      1.946633      1.436901      0.235025     -0.010281   1.18412e-04   1.73868e+05   1.58289e+05   1.66459e+05      4.929792      4.781238    -79.157117      3.969468      3.220165    -48.838745     24.509250      0.490601      0.468924      0.197934     22.087715    119.289336    -53.386946   2.14603e+07           656           526            31    119.287258    -53.386842   2.15144e+07
"MKTCS-HI J075645.18-534711.1"            94    690.567719    286.159379     21.529565           684           700           278           295            19            27           689  -9.66785e-04      0.001535    196.169360      1.000000             0      0.146465      2.126548      1.644024     -1.048874      2.488020   2.56251e-04   2.11599e+05   1.72568e+05   1.97768e+05      6.163976      3.857085    -17.724496      4.911850      2.580866    -29.871056    120.262830      0.458736      0.574312      0.243200     53.354229    119.188253    -53.786416   2.19321e+07           691           286            20    119.187032    -53.786679   2.19996e+07
"MKTCS-HI J075353.18-532856.8"            95    947.085013    466.337656     19.833924           934           958           459           475            18            22           853  -7.31459e-04      0.002185    521.500632      1.000000             0      0.265072      2.211046      1.193936      0.776184      0.667914   3.63337e-04   1.76432e+05   1.76432e+05   1.76432e+05      9.712540      5.202777     71.159203      7.670739      3.873020     65.819482    263.326080      0.741994      0.494959      0.174495     84.173903    118.471589    -53.482449   2.20069e+07           947           466            19    118.471814    -53.483014   2.20437e+07
"MKTCS-HI J075753.46-531201.3"            96    589.582024    637.941917     17.422576           581           600           631           645            16            20           587  -2.62516e-04   7.83867e-04    125.809714      1.000000             0      0.288889      2.466270      1.693272      0.554075     -0.531452   1.09420e-04   1.76432e+05   7.62369e+04   1.76432e+05      7.357394      4.538461     89.224990      4.908452      3.310010     84.355651    259.768520      0.638143      0.446265      0.186901     21.028595    119.472736    -53.200371   2.21133e+07           587           638            17    119.479920    -53.200272   2.21319e+07
# ==================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================

#Abell-85
name            id             x             y             z         x_min         x_max         y_min         y_max         z_min         z_max         n_pix         f_min         f_max         f_sum           rel          flag          fill          mean           std          skew          kurt           rms           w20           w50          wm50       ell_maj       ell_min        ell_pa     ell3s_maj     ell3s_min      ell3s_pa        kin_pa         err_x         err_y         err_z     err_f_sum            ra           dec         v_rad        x_peak        y_peak        z_peak       ra_peak      dec_peak    v_rad_peak
-             -           pix           pix           pix           pix           pix           pix           pix           pix           pix             -       Jy/beam       Jy/beam        Jy*m/s             -             -             -       JY/BEAM       JY/BEAM             -             -       Jy/beam           m/s           m/s           m/s           pix           pix           deg           pix           pix           deg           deg           pix           pix           pix        Jy*m/s           deg           deg           m/s           pix           pix           pix           deg           deg           m/s
"MKTCS-HI J004133.84-100119.0"             1    636.587390    177.636408    483.472970           621           652           167           188           477           489          1651  -9.81968e-04      0.005985   2218.898219      0.000000             0      0.180398      4.431074      3.735354      1.394430      3.230079   4.09045e-04   5.29299e+05   5.05841e+05   5.29299e+05     15.226880      4.784182    -68.716752     17.905658      5.269868    -66.115165    111.783705      0.363515      0.187168      0.189646    117.678352     10.390993    -10.021952   3.89345e+06           642           179           489     10.381832    -10.019677   3.64966e+06
"MKTCS-HI J004247.85-084726.5"             2    453.861877    916.321804    482.620513           451           457           914           919           482           484            67   8.93723e-05      0.001413     59.946627      0.000000             0      0.531746      2.949909      1.209742     -0.148528     -0.510588   5.97291e-04   8.82165e+04   6.73212e+04   8.55396e+04      2.937841      2.468520    -47.574248      1.301323      0.494580    -69.991330     -1.000000      0.880533      0.861517      0.406875     34.615883     10.699376     -8.790705   3.93105e+06           454           916           482     10.699143     -8.791241   3.95842e+06
"MKTCS-HI J003956.23-085116.3"             3    877.830449    877.902610    479.264800           872           882           873           883           478           480           194  -3.46293e-04      0.001542    132.974413      0.000000             0      0.534435      2.259878      1.625171      0.035224     -0.788576   5.48185e-04   8.82165e+04   7.28128e+04   8.60649e+04      5.390685      4.225666    -47.165080      0.000000      0.000000      0.000000     -1.000000      0.922665      0.906961      0.315684     54.060573      9.984276     -8.854517   4.07907e+06           879           881           479      9.982309     -8.849352   4.09075e+06
"MKTCS-HI J004352.68-083833.0"             4    293.565100   1005.063471    476.119352           290           297          1003          1007           474           477            80   3.59420e-05      0.004084    176.867719      0.000000             0      0.500000      7.289156      3.486846      0.441557     -0.484615      0.001279   1.22270e+05   8.38453e+04   1.10870e+05      2.825970      2.363559    -75.538909      2.197735      1.342769    -63.253585     -1.000000      0.716733      0.581031      0.438342     81.025976     10.969514     -8.642506   4.21781e+06           294          1005           477     10.968781     -8.642613   4.17896e+06
"MKTCS-HI J003841.83-094156.5"             5   1060.493780    370.878306    474.257875          1056          1064           367           375           473           475           110  -1.12460e-04      0.003589    272.618574      0.000000             0      0.452675      8.171117      3.073797     -0.897453      0.535017      0.001646   8.82165e+04   7.67517e+04   8.82165e+04      3.722516      3.269263     -9.166900      0.000000      0.000000      0.000000     -1.000000      0.779486      0.841185      0.331795    122.252803      9.674274     -9.699028   4.29991e+06          1061           372           474      9.673422     -9.697157   4.31129e+06
"MKTCS-HI J004420.30-095602.4"             6    226.684325    230.073371    469.105823           223           231           227           234           468           470           105  -8.67486e-05      0.004602    250.130126      0.000000             4      0.486111      7.854081      3.801850      0.477804      0.062413      0.001494   8.82165e+04   8.82165e+04   8.82165e+04      3.740698      2.977663    -22.812029      2.439145      1.705184    -30.330974     -1.000000      0.800828      0.813977      0.323025    108.390404     11.084593     -9.934001   4.52716e+06           227           230           470     11.084059     -9.934124   4.48772e+06
"MKTCS-HI J003935.89-091136.2"             7    927.746913    674.506758    462.107424           905           947           655           696           458           466          3950     -0.001033      0.005607   5906.304865      0.000000             0      0.243017      4.929892      4.199898      0.911024      0.151639   2.19626e-04   3.09292e+05   2.43625e+05   2.65959e+05     16.592866     14.994498     71.761534     20.692546     18.462719     50.473646    237.282876      0.147969      0.126732      0.029811     97.731444      9.899555     -9.193395   4.83585e+06           928           674           461      9.899127     -9.194239   4.88469e+06
"MKTCS-HI J004210.88-084202.0"             8    545.187335    970.455303    462.296298           536           554           960           981           460           465           946  -4.29763e-04      0.011540   2440.466827      0.000000             0      0.377193      8.505512      9.186603      1.576990      1.941488   2.68113e-04   1.79542e+05   1.34294e+05   1.60457e+05      8.334210      5.812775    -30.932346     11.042476      7.621605    -29.990514    337.230820      0.095540      0.109646      0.030104     58.386876     10.545335     -8.700551   4.82752e+06           545           971           463     10.545650     -8.699643   4.79648e+06
"MKTCS-HI J004144.14-084603.7"             9    611.274780    930.175552    461.240577           604           620           923           937           459           464           578  -3.77307e-04      0.006744    958.284313      0.000000             0      0.377778      5.466196      5.482372      1.366186      1.245842   2.71913e-04   1.95270e+05   1.52289e+05   1.80842e+05      6.608727      4.194795    -52.617303      8.074552      5.146704    -53.134688    117.769618      0.178752      0.159677      0.058153     46.285702     10.433903     -8.767698   4.87408e+06           611           930           460     10.434367     -8.767991   4.92880e+06
"MKTCS-HI J004259.50-084900.1"            10    425.096604    900.707399    461.611836           419           431           892           907           460           464           360  -9.13228e-04      0.004805    480.691422      0.000000             0      0.346154      4.402330      4.251890      1.072041      0.909044   2.78336e-04   1.36510e+05   9.23884e+04   1.21574e+05      5.889233      4.118447    -39.844934      6.964668      4.730578    -39.885138    127.642934      0.205389      0.233518      0.074497     37.391476     10.747909     -8.816693   4.85771e+06           425           901           462     10.748072     -8.816205   4.84059e+06
"MKTCS-HI J003922.96-084924.2"            11    960.027623    896.451989    444.155351           953           966           891           902           441           446           382     -0.001139      0.006481    798.360156      0.000000             0      0.378968      6.890555      5.140137      0.844721      0.752694   5.69675e-04   1.71138e+05   1.48259e+05   1.66446e+05      5.316639      4.414890     71.499815      5.864008      4.681321     72.400689     41.442309      0.288217      0.240244      0.112872     78.833544      9.845673     -8.823392   5.62768e+06           961           896           443      9.844032     -8.824143   5.67864e+06
"MKTCS-HI J003853.32-091822.2"            12   1032.669391    606.657298    445.483620          1029          1035           603           611           445           446            74   3.68576e-04      0.002535    117.147383      0.000000             0      0.587302      5.219388      2.091192      0.077946     -0.898650   8.90329e-04   4.41083e+04   4.41083e+04   4.41083e+04      3.809676      2.888647      6.595644      1.812583      1.563435     45.894449     -1.000000      0.796438      0.910766      0.232391     54.227400      9.722164     -9.306160   5.56910e+06          1033           606           445      9.721603     -9.307254   5.59043e+06
"MKTCS-HI J003834.07-091919.7"            13   1080.137641    596.968289    442.938429          1073          1085           590           603           441           445           360  -7.50282e-04      0.003546    557.588074      0.000000             0      0.395604      5.106574      3.045142      0.146553     -0.334150   7.42692e-04   1.74135e+05   1.25044e+05   1.64342e+05      6.073531      4.213028    -45.129439      5.805560      3.386329    -41.556446    280.431284      0.492333      0.513714      0.180561     99.772771      9.641950     -9.322136   5.68136e+06          1081           597           443      9.640494     -9.322080   5.67864e+06
"MKTCS-HI J004251.51-093753.3"            14    445.181309    411.864006    441.113000           439           451           406           417           439           444           353  -2.09273e-04   9.72962e-04    145.053983      0.000000             0      0.377137      1.354795      0.819379      0.209776      0.120603   1.88412e-04   2.20541e+05   2.03953e+05   2.17721e+05      4.852686      4.351922    -49.340638      4.505832      3.570977    -79.290268     97.465735      0.421599      0.442187      0.226885     25.063862     10.714638     -9.631466   5.76188e+06           444           412           439     10.716635     -9.631238   5.85508e+06
"MKTCS-HI J003859.98-090002.7"            15   1016.586681    789.941073    441.241488          1012          1021           785           795           440           443           186  -1.89625e-04      0.001864    220.453015      0.000000             0      0.422727      3.907705      1.616654     -0.503690     -0.077441   6.40337e-04   1.29154e+05   9.71994e+04   1.24634e+05      4.564137      3.633198     -2.303060      4.099648      2.268968      2.068838     -1.000000      0.559679      0.643391      0.240275     61.832529      9.749932     -9.000740   5.75621e+06          1016           790           441      9.750922     -9.000644   5.76686e+06
